country_code,month,day,relative_active_users
country145,4,16,0.000339568
country229,3,2,0.000154496
country69,6,28,0.000236075
country30,1,29,0.000455197
country175,6,14,0.000253532
country52,3,28,0.627727456
country121,2,20,1.79796E-06
country229,4,21,0.00017555
country46,3,17,0.000458921
country194,6,11,0.011093606
country95,3,22,2.53213E-05
country102,1,13,0.000231799
country28,2,6,0.001070292
country8,2,3,5.96448E-05
country45,3,4,0.00927927
country125,2,2,1.24339E-05
country128,2,11,7.79116E-06
country145,3,28,0.000360575
country199,4,22,6.73445E-06
country142,3,11,0.001384878
country24,3,31,3.45141E-06
country157,6,3,0.000256262
country42,4,25,0.000481834
country203,1,2,1.86875E-05
country12,5,10,0.00019184
country172,5,4,9.26845E-06
country160,4,29,0.000443073
country143,1,8,2.26685E-06
country22,4,17,9.3955E-05
country56,2,11,1.25462E-05
country187,4,13,2.54067E-06
country194,1,25,0.006470223
country141,2,10,0.125026399
country2,6,1,0.570644738
country161,1,30,0.003716506
country186,2,7,3.643E-06
country124,3,19,0.005410803
country66,2,19,0.006665336
country47,2,25,9.66056E-05
country56,3,17,1.95088E-05
country126,3,14,0.00071813
country65,3,30,4.95107E-06
country70,5,5,1.94779E-06
country129,6,4,3.9385E-05
country182,3,28,0.000232232
country104,5,28,0.005787316
country18,4,19,0.005342637
country183,3,10,0.000285427
country210,1,19,2.25573E-05
country159,2,1,0.07596647
country231,5,21,7.79116E-06
country112,3,31,0.000411408
country144,1,22,0.001419969
country36,3,21,1.36345E-05
country158,2,27,2.12474E-06
country147,4,22,0.000190883
country56,3,3,1.71002E-05
country44,5,7,0.000630639
country194,5,26,0.009607247
country205,2,1,3.23029E-05
country53,1,21,0.00012893
country175,2,23,0.000219748
country232,5,7,1.36345E-05
country151,6,21,2.91041E-05
country90,1,18,0.00024134
country129,1,12,2.33012E-05
country7,3,22,0.017602347
country103,4,10,0.001093538
country133,2,18,1.33295E-05
country4,6,13,1.75301E-05
country136,6,18,0.000398295
country206,3,30,0.038141671
country84,5,26,1.63331E-06
country26,3,26,2.40596E-05
country53,4,30,0.000170153
country3,2,29,0.005290655
country208,2,19,0.000380794
country194,4,28,0.008703757
country136,2,28,0.000286485
country71,1,9,0.007898506
country51,6,13,0.005929154
country176,1,30,0.00171869
country192,2,23,1.64959E-06
country145,5,26,0.000438892
country181,6,17,0.001091378
country68,2,9,8.71926E-05
country231,5,3,1.36345E-05
country118,2,24,6.91118E-06
country19,2,27,2.12474E-05
country134,5,3,1.43503E-05
country51,2,19,0.005533036
country39,6,5,0.000717069
country61,6,18,0.011749067
country39,6,4,0.000701584
country46,2,5,0.000350239
country103,3,7,0.001002483
country6,6,18,0.004617254
country222,4,7,5.84337E-06
country225,2,23,0.000249758
country175,6,12,0.000251516
country74,5,29,0.001423834
country159,4,1,0.093935265
country163,3,15,7.4016E-05
country97,5,2,3.37813E-05
country133,1,15,1.42399E-05
country61,1,4,0.008587805
country66,4,28,0.006166702
country38,4,26,1.94779E-06
country144,6,1,0.000869017
country56,5,31,2.33405E-06
country65,4,2,4.97089E-06
country53,4,5,0.000186073
country83,1,18,0.001297665
country202,6,18,1.31036E-06
country17,1,17,0.000197319
country231,5,5,7.79116E-06
country77,1,10,0.000535759
country73,2,14,6.08222E-05
country33,1,23,0.005411249
country166,6,9,0.000272923
country31,1,9,0.000151606
country198,1,2,1.86875E-05
country39,1,4,0.000753058
country59,6,7,1.75301E-05
country1,3,5,2.58899E-06
country13,6,18,1.55823E-05
country91,5,4,1.57412E-05
country53,5,24,0.000183361
country174,6,22,4.76712E-06
country172,1,18,8.99595E-06
country226,2,16,0.003044843
country16,6,20,0.006765611
country174,1,30,4.13634E-06
country58,3,25,7.59638E-05
country126,3,9,0.000702214
country160,1,9,0.000565035
country40,4,17,3.36559E-06
country97,2,1,9.35317E-06
country135,3,25,9.06842E-05
country229,2,21,0.000187777
country59,6,10,1.55823E-05
country158,4,19,4.47619E-06
country142,2,26,0.001349818
country210,6,4,4.39397E-05
country44,4,8,0.000587673
country182,1,29,0.000282119
country146,3,29,9.70992E-05
country68,1,6,6.06985E-05
country14,4,10,0.000844856
country179,3,19,0.000183592
country167,5,22,5.21702E-05
country39,2,27,0.000935558
country84,5,3,1.67133E-06
country201,3,14,9.73895E-06
country97,4,20,2.37008E-05
country110,5,29,0.000139849
country3,3,31,0.005247499
country103,3,5,0.000944322
country155,5,5,3.33597E-06
country136,5,25,0.000253336
country189,2,20,7.79116E-06
country87,3,10,1.72203E-05
country26,3,27,2.18942E-05
country228,3,18,0.001567971
country56,4,4,1.32288E-05
country118,5,6,5.32031E-06
country142,5,6,0.001016746
country171,1,5,4.47973E-06
country21,6,16,9.47723E-06
country55,3,22,4.56887E-05
country204,1,4,9.41323E-06
country158,4,5,6.62099E-06
country56,1,19,1.841E-05
country169,5,10,0.001891842
country180,4,13,0.000759638
country121,6,21,1.59296E-06
country9,1,26,0.001484216
country176,1,24,0.001650301
country138,3,6,0.000155806
country41,2,13,1.68295E-06
country147,6,22,0.000190883
country53,6,14,0.000240856
country147,5,9,0.000153875
country98,3,15,8.83969E-05
country38,3,28,1.94779E-06
country119,3,16,0.000126606
country100,6,19,0.000254542
country23,4,13,0.011488428
country166,1,13,0.000233833
country9,6,8,0.001398513
country166,2,5,0.000259817
country232,1,6,5.84337E-06
country101,4,17,0.000484644
country30,5,8,0.000306635
country46,4,29,0.000362183
country50,1,9,0.000212349
country222,5,12,9.73895E-06
country141,4,16,0.143878807
country1,5,20,3.24116E-06
country100,4,13,0.000110243
country230,1,17,3.89558E-06
country54,2,25,3.28162E-05
country157,5,20,0.000259616
country175,5,28,0.000269558
country65,3,24,4.89207E-06
country176,1,9,0.001716825
country47,2,2,0.000126314
country208,1,27,0.000384039
country63,3,28,0.000130727
country112,6,29,0.000484494
country216,5,10,1.16176E-05
country220,1,19,3.89558E-06
country116,6,22,3.18274E-06
country206,5,26,0.030962612
country6,5,20,0.004267557
country119,3,18,0.000151928
country175,3,9,0.000219783
country33,4,5,0.005030779
country222,5,18,1.75301E-05
country7,1,12,0.012877972
country183,3,17,0.000320804
country21,2,19,2.10782E-06
country120,1,17,0.011184208
country67,4,18,5.84337E-06
country136,2,22,0.000283873
country192,6,22,1.2999E-06
country90,5,2,0.000276045
country13,1,13,9.73895E-06
country100,3,28,0.000163646
country2,2,18,0.404962232
country205,6,14,4.6481E-05
country158,4,14,4.45388E-06
country67,1,2,7.79116E-06
country30,4,14,0.00031577
country119,2,8,0.000159719
country201,4,18,9.73895E-06
country37,3,31,0.000181199
country31,3,23,0.000146469
country197,6,15,9.08233E-05
country30,1,15,0.000441436
country57,2,15,0.003052341
country185,3,11,0.006677023
country7,1,2,0.012774596
country25,5,15,1.50544E-05
country138,6,19,0.000296966
country145,3,6,0.000350562
country140,5,6,3.89558E-06
country227,5,30,0.000119542
country107,1,24,0.001926691
country115,6,3,1.68493E-05
country189,6,21,9.73895E-06
country37,6,30,0.000132609
country110,6,26,0.000184121
country194,4,13,0.008393295
country32,5,8,0.0043156
country226,5,15,0.002507997
country201,1,14,5.84337E-06
country42,5,1,0.000482467
country97,6,29,4.37138E-05
country78,5,24,0.000139067
country43,1,17,0.009815403
country137,5,2,0.003670565
country1,6,2,3.35979E-06
country1,5,14,3.18343E-06
country215,1,26,4.57461E-05
country42,5,25,0.000440818
country32,4,8,0.004560125
country75,4,12,1.94779E-06
country42,6,16,0.000504662
country2,4,29,0.543578014
country107,4,27,0.002280927
country41,2,1,1.72387E-06
country120,3,15,0.011657521
country41,6,24,3.88413E-06
country104,3,29,0.00547483
country63,2,27,0.000158734
country201,1,29,5.84337E-06
country163,1,26,8.3755E-05
country56,3,2,2.34893E-05
country212,1,12,1.42191E-05
country28,3,29,0.000752185
country93,2,19,2.10782E-06
country35,2,29,0.000748376
country152,6,26,4.87618E-05
country63,2,16,0.000140521
country185,5,17,0.005124635
country160,2,5,0.000505084
country118,2,20,4.57077E-06
country11,4,16,0.042295954
country219,5,29,0.000140043
country38,6,18,3.89558E-06
country199,6,19,1.18821E-05
country147,5,13,0.000169458
country171,6,16,8.51883E-06
country181,2,2,0.000575415
country78,6,9,0.000103523
country43,4,24,0.008749814
country133,1,21,1.05524E-05
country35,6,29,0.000611561
country94,1,9,3.55918E-05
country26,5,9,2.51161E-05
country52,5,22,0.596433449
country139,4,15,0.00053759
country42,1,2,0.000512829
country78,5,15,0.00013093
country166,2,8,0.000268936
country210,3,29,3.89476E-05
country128,3,16,9.73895E-06
country19,5,21,2.54192E-05
country206,4,18,0.033501061
country134,1,9,1.59314E-05
country53,3,28,0.000224622
country90,2,19,0.000296961
country202,3,27,3.08209E-06
country183,3,22,0.000336206
country20,6,9,0.053415461
country127,6,10,0.003761313
country128,1,15,9.73895E-06
country209,4,2,0.119548224
country27,3,30,1.11613E-05
country219,1,14,0.000178935
country128,3,21,1.16867E-05
country58,5,9,4.28514E-05
country42,5,8,0.000449358
country96,2,9,3.89558E-06
country44,1,13,0.000550388
country98,3,3,8.73124E-05
country142,5,14,0.00112777
country214,4,30,0.007191449
country192,1,22,3.51043E-06
country1,4,2,2.80709E-06
country17,4,25,0.000237577
country202,6,25,1.29212E-06
country35,5,23,0.000609417
country179,4,11,0.000147074
country180,1,12,0.000870662
country116,5,5,6.67195E-06
country97,5,24,3.60825E-05
country161,2,21,0.003539781
country182,6,28,0.000168254
country125,2,4,1.66117E-05
country139,4,11,0.000504478
country83,5,30,0.001639802
country145,6,14,0.000508482
country202,1,29,1.73079E-06
country116,3,20,1.39584E-05
country1,5,27,3.30984E-06
country211,6,19,0.007894351
country96,6,16,3.89558E-06
country228,1,28,0.001474477
country215,1,24,3.90545E-05
country28,1,22,0.001022522
country44,2,23,0.000539875
country160,5,9,0.000410992
country200,4,27,3.02537E-06
country52,2,17,0.5994458
country192,5,6,2.8506E-06
country111,6,19,0.00070151
country205,5,20,5.37528E-05
country22,6,6,9.5208E-05
country82,3,22,2.43673E-05
country144,3,14,0.001257435
country146,6,16,0.000106485
country126,4,15,0.000811359
country143,4,21,3.41976E-06
country156,6,10,3.74274E-05
country219,3,4,0.000157793
country11,6,27,0.03338498
country73,6,12,5.19168E-05
country134,2,24,1.90665E-05
country63,6,10,9.58688E-05
country24,3,17,1.75005E-06
country200,6,13,2.0834E-05
country106,3,12,7.73882E-05
country204,1,2,7.54567E-06
country225,4,17,0.000237824
country221,5,30,1.78946E-05
country4,4,12,1.75301E-05
country222,1,22,1.75301E-05
country127,4,4,0.003261668
country61,4,20,0.008837122
country185,4,11,0.005389534
country83,4,3,0.001723091
country163,3,29,5.64859E-05
country24,3,3,1.77473E-06
country122,5,20,4.09036E-05
country74,4,30,0.001509537
country113,4,16,0.001733998
country61,5,2,0.011591296
country66,3,27,0.007520416
country120,1,14,0.01057455
country23,5,14,0.012682948
country73,1,19,3.27289E-05
country144,5,8,0.000936939
country201,4,3,7.79116E-06
country228,1,3,0.001390722
country10,5,4,2.2719E-06
country227,2,21,0.000213651
country231,5,12,1.55823E-05
country19,2,10,2.92453E-05
country115,6,24,2.1532E-05
country24,6,16,1.60095E-06
country160,4,19,0.000449857
country37,1,22,0.000195999
country149,5,11,8.12422E-05
country226,3,10,0.002956551
country20,3,9,0.061934335
country2,6,15,0.600492402
country14,6,18,0.000838819
country44,3,1,0.000537788
country227,4,10,0.000166662
country100,6,26,0.000259936
country228,2,20,0.001725742
country149,6,5,9.38827E-05
country48,6,9,7.45566E-05
country160,1,25,0.000615301
country19,3,10,1.29152E-05
country192,2,17,3.33906E-06
country134,3,28,1.55988E-05
country118,1,24,8.67879E-06
country184,1,31,1.83247E-06
country58,1,23,6.42771E-05
country11,6,10,0.038338468
country174,6,27,7.1865E-06
country53,2,25,0.000172285
country100,5,8,0.000178223
country142,2,21,0.001412147
country9,5,4,0.001215421
country35,4,12,0.000756119
country208,4,4,0.000294802
country177,5,4,0.003235093
country5,2,25,0.00100001
country20,2,4,0.063147665
country12,3,13,0.000208628
country98,5,16,7.40436E-05
country111,3,4,0.0005476
country166,5,20,0.000247013
country64,1,18,4.24638E-05
country13,4,13,1.94779E-05
country21,5,2,2.26737E-06
country73,5,2,4.08126E-05
country146,6,13,6.31306E-05
country227,1,8,0.000151629
country68,5,17,0.000103332
country215,3,24,4.15826E-05
country191,4,27,9.02426E-06
country19,1,8,1.82087E-05
country125,1,20,1.0238E-05
country155,6,19,4.78846E-06
country228,3,2,0.001558232
country170,6,26,0.000776198
country164,2,22,0.002712408
country97,3,27,2.48882E-05
country136,1,19,0.000270688
country160,6,12,0.000521527
country71,2,18,0.009556394
country78,3,31,0.000171459
country217,5,12,0.008351313
country143,4,19,3.39256E-06
country11,1,12,0.048312044
country14,6,10,0.000750535
country16,4,9,0.005340418
country30,1,10,0.000440484
country182,4,3,0.00023601
country40,6,11,4.17524E-06
country143,5,10,3.68923E-06
country148,4,20,2.50188E-05
country232,4,1,1.16867E-05
country135,2,24,6.45043E-05
country23,1,10,0.012781748
country151,5,30,3.90715E-05
country148,4,21,2.79063E-05
country39,1,13,0.000813476
country161,5,1,0.002865354
country136,5,8,0.000268898
country32,2,28,0.005533158
country210,3,2,4.36191E-05
country229,1,17,0.000166886
country201,6,25,1.55823E-05
country158,5,8,2.28101E-06
country12,4,14,0.000182904
country212,1,25,2.46943E-05
country177,5,12,0.003289911
country95,5,21,1.16867E-05
country229,3,30,0.000165861
country203,1,6,2.09305E-05
country96,2,4,1.94779E-06
country139,3,13,0.000658353
country122,1,10,6.42771E-05
country26,6,7,2.5829E-05
country3,3,23,0.006238523
country128,2,9,9.73895E-06
country228,1,15,0.001398513
country96,1,1,1.94779E-06
country126,4,29,0.000910023
country154,5,30,3.33972E-06
country172,4,27,1.21015E-05
country71,4,14,0.007428787
country207,5,13,0.072450765
country9,1,18,0.001474477
country208,1,15,0.000405837
country209,1,20,0.086183173
country16,2,15,0.004252639
country147,2,27,0.000212309
country154,1,9,6.56749E-06
country58,3,5,7.20682E-05
country47,4,8,0.000118243
country179,1,28,0.000125138
country6,5,3,0.003905566
country150,4,28,1.055E-05
country228,2,5,0.001550441
country141,4,18,0.131448365
country64,2,5,4.44632E-05
country172,4,19,8.86121E-06
country225,4,29,0.000313486
country179,5,28,0.000242343
country73,5,21,4.85276E-05
country89,3,2,7.79116E-06
country138,6,5,0.000237308
country187,6,10,2.84714E-06
country221,5,2,1.5057E-05
country96,4,15,3.89558E-06
country214,2,20,0.006602483
country221,6,1,1.95019E-05
country11,1,23,0.051787981
country137,2,3,0.004048978
country144,6,14,0.001032937
country220,4,6,7.79116E-06
country36,5,1,9.73895E-06
country219,6,28,0.000113893
country123,6,27,4.45062E-06
country6,2,28,0.004300733
country31,3,22,0.000131559
country107,2,11,0.002020193
country102,4,1,0.000252792
country11,1,18,0.048431317
country210,3,7,4.42773E-05
country180,5,31,0.000773272
country65,6,16,8.64444E-06
country111,3,16,0.000517558
country19,5,12,2.51916E-05
country116,1,28,5.51393E-06
country215,2,13,4.50729E-05
country64,6,12,3.97857E-05
country131,4,5,1.25019E-05
country98,1,5,0.000107143
country3,4,13,0.004719986
country207,4,15,0.073276182
country119,5,13,0.000163614
country155,5,7,1.66465E-06
country192,3,25,4.64168E-06
country153,2,9,0.002624926
country227,4,1,0.00018345
country36,2,25,5.84337E-06
country181,6,3,0.000881586
country69,1,16,0.000109542
country126,1,26,0.000626561
country76,4,19,2.57132E-06
country37,3,15,0.000180616
country125,4,11,1.55419E-05
country53,1,22,0.000139035
country40,6,16,4.25941E-06
country161,1,2,0.002234326
country81,3,2,2.34084E-06
country155,6,15,6.41021E-06
country36,1,24,9.73895E-06
country110,3,2,9.23699E-05
country91,4,16,2.22529E-05
country138,6,8,0.000212085
country6,2,8,0.00373064
country164,2,7,0.003576907
country42,6,28,0.000520343
country48,3,19,5.71834E-05
country74,4,17,0.001552388
country166,3,22,0.000296277
country36,1,20,7.79116E-06
country30,4,11,0.000313177
country58,2,10,5.64859E-05
country22,4,6,7.3864E-05
country18,5,4,0.0051531
country56,4,25,9.00624E-06
country105,4,25,1.68476E-06
country210,4,6,2.55683E-05
country176,5,2,0.00128159
country53,4,6,0.000177155
country163,1,5,6.81726E-05
country211,3,28,0.00578584
country204,2,26,1.42976E-05
country63,5,28,0.000106383
country55,5,8,3.29391E-05
country70,2,28,1.94779E-06
country118,1,7,2.09724E-06
country136,4,29,0.000225223
country108,3,31,0.010133661
country168,5,16,0.002800569
country22,4,11,8.65138E-05
country86,1,29,5.91619E-05
country162,3,26,5.64859E-05
country120,5,1,0.011018646
country40,2,26,5.49125E-06
country57,2,3,0.002942475
country173,4,12,0.000280567
country200,6,10,1.37651E-05
country42,2,15,0.000514356
country151,3,18,3.14195E-05
country175,5,19,0.000240924
country119,5,19,0.000165562
country141,1,6,0.108962332
country127,6,28,0.003646446
country108,4,23,0.009412944
country164,1,12,0.0031606
country192,3,14,1.58168E-06
country130,5,3,7.40392E-05
country37,3,11,0.000193664
country170,2,19,0.000417064
country228,5,16,0.001112188
country150,4,17,3.36559E-06
country63,2,28,0.000145352
country232,1,13,9.73895E-06
country222,6,20,5.84337E-06
country157,5,18,0.000243672
country112,1,26,0.000396208
country225,3,19,0.000251088
country112,2,14,0.000483798
country166,3,24,0.000283772
country215,3,11,5.95829E-05
country212,4,20,2.24033E-05
country100,2,18,0.000132864
country55,2,9,2.30893E-05
country31,4,12,0.000154672
country63,6,21,8.59656E-05
country95,6,11,7.79116E-06
country68,6,11,9.69964E-05
country198,5,23,3.02727E-05
country161,5,2,0.002573462
country153,6,14,0.003635997
country33,1,30,0.005691678
country156,5,15,2.63453E-05
country166,1,26,0.000276029
country58,4,23,6.62248E-05
country4,6,12,2.33735E-05
country126,4,7,0.000803544
country133,1,24,1.22374E-05
country61,2,20,0.010171358
country98,6,13,9.13241E-05
country130,6,25,9.09466E-05
country78,2,17,0.000140942
country46,1,22,0.000391489
country84,2,4,3.65396E-06
country103,2,21,0.000932013
country207,5,28,0.08409644
country181,2,8,0.00055558
country182,5,23,0.00015567
country143,3,15,5.92396E-06
country163,3,25,7.59638E-05
country207,6,4,0.086088011
